matchId,teamId,total_passes,total_shots,shots_on_target,fouls_committed,tackles,clearances,successful_events,successful_passes,eventId,total_events,pass_success_rate,shot_accuracy,possession_ratio,opponentId,goals_for,goals_against,home_away,team_name,result,result_label
2499824,1646,322,5,1,4,60,19,414,244,739,331,0.7578,0.2,0.9728,1619,1,0,home,Burnley,Win,2
2499825,1631,402,12,4,8,75,14,502,327,847,422,0.8134,0.3333,0.9526,1639,2,2,away,Leicester City,Draw,1
2499825,1639,342,11,7,12,54,23,463,273,717,365,0.7982,0.6364,0.937,1631,2,2,home,Stoke City,Draw,1
2499826,1651,334,5,2,12,77,23,452,263,703,351,0.7874,0.4,0.9516,10531,1,0,home,Brighton & Hove Albion,Win,2
2499826,10531,441,7,1,14,50,17,583,378,905,462,0.8571,0.1429,0.9545,1651,0,1,away,Swansea City,Loss,0
2499827,1624,575,11,2,6,75,20,708,491,991,592,0.8539,0.1818,0.9713,1628,1,0,away,Tottenham Hotspur,Win,2
2499827,1628,266,11,3,7,79,10,384,195,720,284,0.7331,0.2727,0.9366,1624,0,1,home,Crystal Palace,Loss,0
2499828,1612,446,14,7,13,105,10,588,368,844,473,0.8251,0.5,0.9429,1633,4,1,home,Liverpool,Win,2
2499828,1633,409,6,1,10,73,11,539,344,880,425,0.8411,0.1667,0.9624,1612,1,4,away,West Ham United,Loss,0
2499829,1659,223,9,5,14,73,30,334,159,694,246,0.713,0.5556,0.9065,1673,4,0,home,AFC Bournemouth,Win,2
2499829,1673,524,17,3,10,65,13,671,443,955,551,0.8454,0.1765,0.951,1659,0,4,away,Huddersfield Town,Loss,0
2499830,1609,369,13,5,14,90,30,456,285,759,396,0.7724,0.3846,0.9318,1624,2,0,home,Arsenal,Win,2
2499830,1624,532,12,4,17,59,17,643,431,989,561,0.8102,0.3333,0.9483,1609,0,2,away,Tottenham Hotspur,Loss,0
2499831,1639,367,13,6,6,62,18,487,301,779,386,0.8202,0.4615,0.9508,1651,2,2,away,Stoke City,Draw,1
2499831,1651,451,8,3,13,70,7,506,361,787,472,0.8004,0.375,0.9555,1639,2,2,home,Brighton & Hove Albion,Draw,1
2499832,1646,275,15,7,11,106,18,411,212,757,301,0.7709,0.4667,0.9136,10531,2,0,home,Burnley,Win,2
2499832,10531,452,10,1,12,49,17,608,367,880,474,0.8119,0.1,0.9536,1646,0,2,away,Swansea City,Loss,0
2499833,1623,240,7,4,26,115,28,347,166,723,273,0.6917,0.5714,0.8791,1628,2,2,away,Everton,Draw,1
2499833,1628,510,14,7,9,55,9,665,422,919,533,0.8275,0.5,0.9568,1623,2,2,home,Crystal Palace,Draw,1
2499834,1625,761,14,6,10,42,17,845,698,1064,785,0.9172,0.4286,0.9694,1631,2,0,home,Manchester City,Win,2
2499834,1631,226,2,0,8,60,23,306,166,608,236,0.7345,0.0,0.9576,1625,0,2,away,Leicester City,Loss,0
2499835,1612,546,18,7,15,56,15,670,463,923,579,0.848,0.3889,0.943,1619,3,0,home,Liverpool,Win,2
2499835,1619,347,3,0,9,107,16,430,249,787,359,0.7176,0.0,0.9666,1612,0,3,away,Southampton,Loss,0
2499836,1611,623,16,7,11,49,9,728,530,960,650,0.8507,0.4375,0.9585,1613,4,1,home,Manchester United,Win,2
2499836,1613,314,12,5,9,83,35,424,259,744,335,0.8248,0.4167,0.9373,1611,1,4,away,Newcastle United,Loss,0
2499837,1633,417,9,6,10,81,8,556,341,868,436,0.8177,0.6667,0.9564,1644,0,2,away,West Ham United,Loss,0
2499837,1644,596,15,5,13,66,9,729,528,983,624,0.8859,0.3333,0.9551,1633,2,0,home,Watford,Win,2
2499838,1610,592,10,6,12,91,11,735,526,990,614,0.8885,0.6,0.9642,1627,4,0,away,Chelsea,Win,2
2499838,1627,345,6,1,13,86,13,497,285,801,364,0.8261,0.1667,0.9478,1610,0,4,home,West Bromwich Albion,Loss,0
2499839,1609,617,17,1,15,60,10,687,531,988,649,0.8606,0.0588,0.9507,1646,1,0,away,Arsenal,Win,2
2499839,1646,323,6,2,9,66,28,420,264,736,338,0.8173,0.3333,0.9556,1609,0,1,home,Burnley,Loss,0
2499840,1628,472,9,4,9,89,18,559,376,933,490,0.7966,0.4444,0.9633,1639,2,1,home,Crystal Palace,Win,2
2499840,1639,406,7,3,5,79,20,513,313,757,418,0.7709,0.4286,0.9713,1628,1,2,away,Stoke City,Loss,0
2499841,1625,715,11,4,11,48,8,790,641,1063,737,0.8965,0.3636,0.9701,1673,2,1,away,Manchester City,Win,2
2499841,1673,140,4,0,11,62,22,238,91,530,155,0.65,0.0,0.9032,1625,1,2,home,Huddersfield Town,Loss,0
2499842,1610,494,9,3,7,102,8,625,403,977,510,0.8158,0.3333,0.9686,1612,1,1,away,Chelsea,Draw,1
2499842,1612,577,14,4,10,88,20,703,508,1002,601,0.8804,0.2857,0.9601,1610,1,1,home,Liverpool,Draw,1
2499843,1611,560,12,3,9,51,8,651,466,909,581,0.8321,0.25,0.9639,1651,1,0,away,Manchester United,Win,2
2499843,1651,394,7,2,11,98,31,496,330,858,412,0.8376,0.2857,0.9563,1611,0,1,home,Brighton & Hove Albion,Loss,0
2499844,1613,457,12,2,8,64,12,588,373,883,477,0.8162,0.1667,0.9581,1644,0,3,away,Newcastle United,Loss,0
2499844,1644,410,13,5,12,90,26,526,320,885,435,0.7805,0.3846,0.9425,1613,3,0,home,Watford,Win,2
2499845,1619,657,15,5,6,55,9,780,567,1060,678,0.863,0.3333,0.969,1623,4,1,home,Southampton,Win,2
2499845,1623,303,5,2,13,78,12,408,246,742,321,0.8119,0.4,0.9439,1619,1,4,away,Everton,Loss,0
2499846,1659,465,8,4,7,53,7,572,384,822,480,0.8258,0.5,0.9688,10531,0,0,home,AFC Bournemouth,Draw,1
2499846,10531,430,9,1,20,78,15,502,354,845,459,0.8233,0.1111,0.9368,1659,0,0,away,Swansea City,Draw,1
2499847,1624,675,24,5,10,65,6,840,595,1095,709,0.8815,0.2083,0.952,1627,1,1,away,Tottenham Hotspur,Draw,1
2499847,1627,249,5,2,15,103,28,361,185,721,269,0.743,0.4,0.9257,1624,1,1,home,West Bromwich Albion,Draw,1
2499848,1631,381,7,2,13,107,18,511,307,869,401,0.8058,0.2857,0.9501,1633,1,1,home,Leicester City,Draw,1
2499848,1633,356,7,3,9,77,6,513,278,755,372,0.7809,0.4286,0.957,1631,1,1,away,West Ham United,Draw,1
2499849,1646,334,10,4,12,85,17,415,254,776,356,0.7605,0.4,0.9382,1659,2,1,home,Burnley,Win,2
2499849,1659,570,8,1,9,46,7,671,471,942,587,0.8263,0.125,0.971,1646,1,2,away,AFC Bournemouth,Loss,0
2499850,1609,795,18,7,10,80,9,906,714,1151,823,0.8981,0.3889,0.966,1673,5,0,home,Arsenal,Win,2
2499850,1673,316,7,2,12,79,24,434,265,748,335,0.8386,0.2857,0.9433,1609,0,5,away,Huddersfield Town,Loss,0
2499851,1628,368,10,3,7,55,21,516,307,851,385,0.8342,0.3,0.9558,1651,0,0,home,Crystal Palace,Draw,1
2499851,1651,451,9,4,14,86,7,572,349,861,474,0.7738,0.4444,0.9515,1628,0,0,away,Brighton & Hove Albion,Draw,1
2499852,1624,546,17,4,9,65,11,659,459,974,572,0.8407,0.2353,0.9545,1631,1,2,away,Tottenham Hotspur,Loss,0
2499852,1631,311,8,4,8,87,43,432,239,796,327,0.7685,0.5,0.9511,1624,2,1,home,Leicester City,Win,2
2499853,1611,326,14,6,11,84,17,475,266,805,351,0.816,0.4286,0.9288,1644,4,2,away,Manchester United,Win,2
2499853,1644,489,11,2,12,84,7,614,416,863,512,0.8507,0.1818,0.9551,1611,2,4,home,Watford,Loss,0
2499854,1613,425,10,4,12,96,10,600,354,947,447,0.8329,0.4,0.9508,1627,2,2,away,Newcastle United,Draw,1
2499854,1627,373,6,4,13,77,21,529,299,793,392,0.8016,0.6667,0.9515,1613,2,2,home,West Bromwich Albion,Draw,1
2499855,1610,585,23,10,10,74,6,694,494,947,618,0.8444,0.4348,0.9466,10531,1,0,home,Chelsea,Win,2
2499855,10531,374,3,1,7,74,35,467,306,809,384,0.8182,0.3333,0.974,1610,0,1,away,Swansea City,Loss,0
2499856,1623,412,6,4,17,104,23,548,343,891,435,0.8325,0.6667,0.9471,1633,4,0,home,Everton,Win,2
2499856,1633,486,5,1,6,59,9,633,403,884,497,0.8292,0.2,0.9779,1623,0,4,away,West Ham United,Loss,0
2499857,1619,231,7,2,11,81,33,329,161,675,249,0.697,0.2857,0.9277,1625,1,2,away,Southampton,Loss,0
2499857,1625,757,26,11,12,44,5,882,671,1202,795,0.8864,0.4231,0.9522,1619,2,1,home,Manchester City,Win,2
2499858,1612,538,13,6,11,64,13,665,454,959,562,0.8439,0.4615,0.9573,1639,3,0,home,Liverpool,Win,2
2499858,1639,324,9,1,8,62,11,463,251,798,341,0.7747,0.1111,0.9501,1612,0,3,away,Stoke City,Loss,0
2499859,1619,451,14,3,12,89,18,575,381,843,477,0.8448,0.2143,0.9455,1659,1,1,away,Southampton,Draw,1
2499859,1659,401,15,5,8,73,21,540,334,899,424,0.8329,0.3333,0.9458,1619,1,1,home,AFC Bournemouth,Draw,1
2499860,1609,652,29,14,10,68,3,768,561,1036,691,0.8604,0.4828,0.9436,1611,1,3,home,Arsenal,Loss,0
2499860,1611,184,8,5,10,83,49,354,146,661,202,0.7935,0.625,0.9109,1609,3,1,away,Manchester United,Win,2
2499861,1612,665,10,6,7,52,9,738,587,952,682,0.8827,0.6,0.9751,1651,5,1,away,Liverpool,Win,2
2499861,1651,472,5,1,8,53,13,536,400,808,485,0.8475,0.2,0.9732,1612,1,5,home,Brighton & Hove Albion,Loss,0
2499862,1610,729,19,7,8,58,3,835,634,1082,756,0.8697,0.3684,0.9643,1613,3,1,away,Chelsea,Win,2
2499862,1613,364,8,2,13,87,26,440,296,779,385,0.8132,0.25,0.9455,1610,1,3,home,Newcastle United,Loss,0
2499863,1623,346,6,4,12,79,21,506,271,875,364,0.7832,0.6667,0.9505,1673,2,0,away,Everton,Win,2
2499863,1673,378,4,2,9,73,22,553,294,817,391,0.7778,0.5,0.9668,1623,0,2,home,Huddersfield Town,Loss,0
2499864,1631,381,15,4,3,52,14,531,301,782,399,0.79,0.2667,0.9549,1646,1,0,away,Leicester City,Win,2
2499864,1646,374,13,4,11,74,19,473,300,854,398,0.8021,0.3077,0.9397,1631,0,1,home,Burnley,Loss,0
2499865,1625,719,21,7,6,76,5,844,636,1123,746,0.8846,0.3333,0.9638,1633,2,1,home,Manchester City,Win,2
2499865,1633,209,7,4,7,80,30,352,166,667,223,0.7943,0.5714,0.9372,1625,1,2,away,West Ham United,Loss,0
2499866,1639,360,9,2,13,67,19,497,293,812,382,0.8139,0.2222,0.9424,10531,2,1,away,Stoke City,Win,2
2499866,10531,466,8,3,10,77,12,582,383,849,484,0.8219,0.375,0.9628,1639,1,2,home,Swansea City,Loss,0
2499867,1624,400,6,1,8,74,22,540,322,807,414,0.805,0.1667,0.9662,1644,1,1,away,Tottenham Hotspur,Draw,1
2499867,1644,377,7,2,18,81,14,490,308,830,402,0.817,0.2857,0.9378,1624,1,1,home,Watford,Draw,1
2499868,1627,368,20,5,11,72,18,519,285,796,399,0.7745,0.25,0.9223,1628,0,0,away,West Bromwich Albion,Draw,1
2499868,1628,346,10,3,10,83,22,488,272,870,366,0.7861,0.3,0.9454,1627,0,0,home,Crystal Palace,Draw,1
2499869,1644,384,11,2,12,74,7,528,306,884,407,0.7969,0.1818,0.9435,1646,0,1,away,Watford,Loss,0
2499869,1646,352,8,5,10,62,12,492,260,767,370,0.7386,0.625,0.9514,1644,1,0,home,Burnley,Win,2
2499870,1628,320,18,6,15,72,14,488,255,828,353,0.7969,0.3333,0.9065,1659,2,2,away,Crystal Palace,Draw,1
2499870,1659,410,11,5,14,87,30,526,329,830,435,0.8024,0.4545,0.9425,1628,2,2,home,AFC Bournemouth,Draw,1
2499871,1651,359,7,2,9,71,19,469,278,838,375,0.7744,0.2857,0.9573,1673,0,2,away,Brighton & Hove Albion,Loss,0
2499871,1673,501,18,6,6,74,17,625,402,910,525,0.8024,0.3333,0.9543,1651,2,0,home,Huddersfield Town,Win,2
2499872,1612,728,24,2,8,41,3,867,642,1126,760,0.8819,0.0833,0.9579,1623,1,1,home,Liverpool,Draw,1
2499872,1623,159,1,1,11,97,32,241,94,606,171,0.5912,1.0,0.9298,1612,1,1,away,Everton,Draw,1
2499873,1611,299,7,5,17,103,11,413,232,752,323,0.7759,0.7143,0.9257,1625,1,2,home,Manchester United,Loss,0
2499873,1625,568,14,7,12,64,9,707,491,962,594,0.8644,0.5,0.9562,1611,2,1,away,Manchester City,Win,2
2499874,1613,286,9,3,10,86,14,411,226,661,305,0.7902,0.3333,0.9377,1631,2,3,home,Newcastle United,Loss,0
2499874,1631,526,12,4,9,64,6,657,442,962,547,0.8403,0.3333,0.9616,1613,3,2,away,Leicester City,Win,2
2499875,1609,742,9,4,10,61,6,835,665,1073,761,0.8962,0.4444,0.975,1619,1,1,home,Arsenal,Draw,1
2499875,1619,363,6,3,13,80,25,458,299,745,382,0.8237,0.5,0.9503,1609,1,1,away,Southampton,Draw,1
2499876,1627,372,8,2,19,99,25,498,300,814,399,0.8065,0.25,0.9323,10531,0,1,home,West Bromwich Albion,Loss,0
2499876,10531,435,15,3,9,88,17,591,359,959,459,0.8253,0.2,0.9477,1627,1,0,away,Swansea City,Win,2
2499877,1624,633,19,10,12,59,7,758,566,1034,664,0.8942,0.5263,0.9533,1639,5,1,away,Tottenham Hotspur,Win,2
2499877,1639,227,4,3,8,78,27,355,163,646,239,0.7181,0.75,0.9498,1624,1,5,home,Stoke City,Loss,0
2499878,1610,671,17,2,10,95,9,826,591,1157,698,0.8808,0.1176,0.9613,1633,0,1,home,Chelsea,Loss,0
2499878,1633,276,5,2,13,90,17,410,211,682,294,0.7645,0.4,0.9388,1610,1,0,away,West Ham United,Win,2
2499879,1639,322,13,6,14,55,21,465,229,839,349,0.7112,0.4615,0.9226,1646,0,1,away,Stoke City,Loss,0
2499879,1646,378,8,2,7,63,14,492,272,776,393,0.7196,0.25,0.9618,1639,1,0,home,Burnley,Win,2
2499880,1610,759,12,5,4,41,8,850,689,1029,775,0.9078,0.4167,0.9794,1673,3,1,away,Chelsea,Win,2
2499880,1673,404,6,2,11,62,14,486,354,756,421,0.8762,0.3333,0.9596,1610,1,3,home,Huddersfield Town,Loss,0
2499881,1625,808,20,8,6,71,8,949,740,1172,834,0.9158,0.4,0.9688,10531,4,0,home,Manchester City,Win,2
2499881,10531,203,5,1,12,82,9,297,145,599,220,0.7143,0.2,0.9227,1625,0,4,away,Swansea City,Loss,0
2499882,1609,702,19,2,9,68,11,804,616,1059,730,0.8775,0.1053,0.9616,1633,0,0,home,Arsenal,Draw,1
2499882,1633,288,5,0,9,76,16,374,211,714,302,0.7326,0.0,0.9536,1609,0,0,away,West Ham United,Draw,1
2499883,1628,390,13,4,15,91,20,544,310,911,418,0.7949,0.3077,0.933,1644,2,1,home,Crystal Palace,Win,2
2499883,1644,339,8,2,18,104,18,484,264,797,365,0.7788,0.25,0.9288,1628,1,2,away,Watford,Loss,0
2499884,1611,550,7,2,14,69,10,655,470,909,571,0.8545,0.2857,0.9632,1659,1,0,away,Manchester United,Win,2
2499884,1659,418,13,8,13,71,8,519,351,838,444,0.8397,0.6154,0.9414,1611,0,1,home,AFC Bournemouth,Loss,0
2499885,1613,451,13,4,10,61,8,604,376,873,474,0.8337,0.3077,0.9515,1623,0,1,home,Newcastle United,Loss,0
2499885,1623,406,7,4,11,81,32,546,333,896,424,0.8202,0.5714,0.9575,1613,1,0,away,Everton,Win,2
2499886,1619,412,9,3,13,75,17,536,341,882,434,0.8277,0.3333,0.9493,1631,1,4,home,Southampton,Loss,0
2499886,1631,346,13,9,8,70,9,479,280,713,367,0.8092,0.6923,0.9428,1619,4,1,away,Leicester City,Win,2
2499887,1612,696,13,4,15,90,11,803,610,1118,724,0.8764,0.3077,0.9613,1627,0,0,away,Liverpool,Draw,1
2499887,1627,273,6,1,7,79,21,385,194,731,286,0.7106,0.1667,0.9545,1612,0,0,home,West Bromwich Albion,Draw,1
2499888,1624,734,23,8,5,62,5,876,653,1119,762,0.8896,0.3478,0.9633,1651,2,0,away,Tottenham Hotspur,Win,2
2499888,1651,231,7,4,11,76,25,370,175,678,249,0.7576,0.5714,0.9277,1624,0,2,home,Brighton & Hove Albion,Loss,0
2499889,1612,647,19,7,10,72,12,719,565,940,676,0.8733,0.3684,0.9571,1659,4,0,away,Liverpool,Win,2
2499889,1659,483,6,2,5,54,10,550,402,846,494,0.8323,0.3333,0.9777,1612,0,4,home,AFC Bournemouth,Loss,0
2499890,1609,740,22,5,13,75,9,874,653,1191,775,0.8824,0.2273,0.9548,1613,1,0,home,Arsenal,Win,2
2499890,1613,252,10,2,9,99,25,400,185,737,271,0.7341,0.2,0.9299,1609,0,1,away,Newcastle United,Loss,0
2499891,1646,327,11,7,13,61,15,437,253,779,351,0.7737,0.6364,0.9316,1651,0,0,home,Burnley,Draw,1
2499891,1651,462,10,3,15,67,16,576,357,864,487,0.7727,0.3,0.9487,1646,0,0,away,Brighton & Hove Albion,Draw,1
2499892,1610,530,22,7,9,48,10,683,460,921,561,0.8679,0.3182,0.9447,1619,1,0,home,Chelsea,Win,2
2499892,1619,448,5,2,16,113,25,554,382,914,469,0.8527,0.4,0.9552,1610,0,1,away,Southampton,Loss,0
2499893,1623,415,10,5,11,74,15,525,345,756,436,0.8313,0.5,0.9518,10531,3,1,away,Everton,Win,2
2499893,10531,390,7,2,14,66,13,501,326,822,411,0.8359,0.2857,0.9489,1623,1,3,home,Swansea City,Loss,0
2499894,1628,332,12,6,13,105,24,505,268,798,357,0.8072,0.5,0.93,1631,3,0,home,Crystal Palace,Win,2
2499894,1631,435,10,2,12,117,11,597,351,968,457,0.8069,0.2,0.9519,1628,0,3,away,Leicester City,Loss,0
2499895,1624,374,6,2,20,91,12,478,308,816,400,0.8235,0.3333,0.935,1625,1,4,away,Tottenham Hotspur,Loss,0
2499895,1625,422,19,11,13,78,5,551,357,786,454,0.846,0.5789,0.9295,1624,4,1,home,Manchester City,Win,2
2499896,1633,356,13,6,14,61,17,492,300,856,383,0.8427,0.4615,0.9295,1639,3,0,away,West Ham United,Win,2
2499896,1639,414,16,0,12,88,9,530,336,797,442,0.8116,0.0,0.9367,1633,0,3,home,Stoke City,Loss,0
2499897,1644,418,13,4,13,69,13,582,350,830,444,0.8373,0.3077,0.9414,1673,1,4,away,Watford,Loss,0
2499897,1673,285,13,8,17,81,18,417,225,763,315,0.7895,0.6154,0.9048,1644,4,1,home,Huddersfield Town,Win,2
2499898,1611,560,8,3,9,64,19,655,474,879,577,0.8464,0.375,0.9705,1627,2,1,away,Manchester United,Win,2
2499898,1627,426,12,5,14,82,15,513,357,858,452,0.838,0.4167,0.9425,1611,1,2,home,West Bromwich Albion,Loss,0
2499899,1609,472,12,5,9,89,13,588,387,894,493,0.8199,0.4167,0.9574,1612,3,3,home,Arsenal,Draw,1
2499899,1612,415,14,9,11,88,11,532,333,879,440,0.8024,0.6429,0.9432,1609,3,3,away,Liverpool,Draw,1
2499900,1644,378,9,2,11,82,12,503,294,879,398,0.7778,0.2222,0.9497,1651,0,1,away,Watford,Loss,0
2499900,1651,399,14,3,8,72,16,549,319,823,421,0.7995,0.2143,0.9477,1644,1,0,home,Brighton & Hove Albion,Win,2
2499901,1624,505,15,6,10,55,14,620,409,881,530,0.8099,0.4,0.9528,1646,3,0,away,Tottenham Hotspur,Win,2
2499901,1646,322,6,2,10,69,17,419,246,755,338,0.764,0.3333,0.9527,1624,0,3,home,Burnley,Loss,0
2499902,1610,678,24,7,4,43,7,786,569,1073,706,0.8392,0.2917,0.9603,1623,0,0,home,Chelsea,Draw,1
2499902,1623,320,4,0,8,90,30,408,243,779,332,0.7594,0.0,0.9639,1610,0,0,away,Everton,Draw,1
2499903,1611,433,17,4,8,64,15,559,364,774,458,0.8406,0.2353,0.9454,1631,2,2,home,Manchester United,Draw,1
2499903,1631,424,8,3,20,73,11,501,350,821,452,0.8255,0.375,0.9381,1611,2,2,away,Leicester City,Draw,1
2499904,1625,900,15,5,8,53,8,982,823,1213,923,0.9144,0.3333,0.9751,1659,4,0,away,Manchester City,Win,2
2499904,1659,213,3,0,7,64,27,293,170,576,223,0.7981,0.0,0.9552,1625,0,4,home,AFC Bournemouth,Loss,0
2499905,1619,360,11,6,18,75,15,458,263,837,389,0.7306,0.5455,0.9254,1673,1,1,away,Southampton,Draw,1
2499905,1673,327,9,2,10,77,20,437,242,727,346,0.7401,0.2222,0.9451,1619,1,1,home,Huddersfield Town,Draw,1
2499906,1627,425,16,7,11,64,13,548,337,832,452,0.7929,0.4375,0.9403,1639,1,3,home,West Bromwich Albion,Loss,0
2499906,1639,322,8,5,10,85,35,462,252,822,340,0.7826,0.625,0.9471,1627,3,1,away,Stoke City,Win,2
2499907,1628,312,11,4,11,78,21,450,252,706,334,0.8077,0.3636,0.9341,10531,1,1,home,Crystal Palace,Draw,1
2499907,10531,567,7,2,13,75,16,693,496,1032,587,0.8748,0.2857,0.9659,1628,1,1,away,Swansea City,Draw,1
2499908,1613,233,9,3,12,83,31,351,166,632,254,0.7124,0.3333,0.9173,1633,3,2,home,Newcastle United,Win,2
2499908,1633,418,17,5,9,43,12,544,328,875,444,0.7847,0.2941,0.9414,1613,2,3,away,West Ham United,Loss,0
2499909,1633,314,10,5,15,73,22,424,233,795,339,0.742,0.5,0.9263,1659,3,3,away,West Ham United,Draw,1
2499909,1659,399,22,11,12,68,8,530,330,814,433,0.8271,0.5,0.9215,1633,3,3,home,AFC Bournemouth,Draw,1
2499910,1610,664,23,8,7,42,6,765,597,990,694,0.8991,0.3478,0.9568,1651,2,0,away,Chelsea,Win,2
2499910,1651,323,5,1,8,82,19,407,269,691,336,0.8328,0.2,0.9613,1610,0,2,home,Brighton & Hove Albion,Loss,0
2499911,1609,630,15,8,7,87,17,769,545,1053,652,0.8651,0.5333,0.9663,1628,3,2,away,Arsenal,Win,2
2499911,1628,311,15,2,13,96,18,474,246,835,339,0.791,0.1333,0.9174,1609,2,3,home,Crystal Palace,Loss,0
2499912,1639,332,15,8,13,93,28,484,256,836,360,0.7711,0.5333,0.9222,1673,1,1,away,Stoke City,Draw,1
2499912,1673,507,15,7,9,79,13,668,431,954,531,0.8501,0.4667,0.9548,1639,1,1,home,Huddersfield Town,Draw,1
2499913,1612,569,20,9,5,66,3,678,503,876,594,0.884,0.45,0.9579,10531,5,0,home,Liverpool,Win,2
2499913,10531,464,6,4,8,75,16,554,410,840,478,0.8836,0.6667,0.9707,1612,0,5,away,Swansea City,Loss,0
2499914,1611,634,21,6,12,50,5,754,539,1030,667,0.8502,0.2857,0.9505,1646,2,2,away,Manchester United,Draw,1
2499914,1646,220,2,1,17,74,57,336,168,697,239,0.7636,0.5,0.9205,1611,2,2,home,Burnley,Draw,1
2499915,1613,197,5,2,11,90,10,293,133,596,213,0.6751,0.4,0.9249,1625,0,1,home,Newcastle United,Loss,0
2499915,1625,798,19,5,6,47,7,915,728,1220,823,0.9123,0.2632,0.9696,1613,1,0,away,Manchester City,Win,2
2499916,1619,335,16,7,15,87,11,429,256,740,366,0.7642,0.4375,0.9153,1624,2,5,home,Southampton,Loss,0
2499916,1624,469,15,6,8,67,17,593,400,835,492,0.8529,0.4,0.9533,1619,5,2,away,Tottenham Hotspur,Win,2
2499917,1631,342,8,5,13,90,11,482,248,771,363,0.7251,0.625,0.9421,1644,1,2,away,Leicester City,Loss,0
2499917,1644,331,10,1,8,73,21,481,238,878,349,0.719,0.1,0.9484,1631,2,1,home,Watford,Win,2
2499918,1623,324,5,3,13,71,31,441,248,750,342,0.7654,0.6,0.9474,1627,0,0,away,Everton,Draw,1
2499918,1627,364,13,2,14,59,11,493,275,851,391,0.7555,0.1538,0.9309,1623,0,0,home,West Bromwich Albion,Draw,1
2499919,1623,461,7,1,12,102,13,550,365,948,480,0.7918,0.1429,0.9604,1659,1,2,away,Everton,Loss,0
2499919,1659,384,17,7,7,46,15,538,289,797,408,0.7526,0.4118,0.9412,1623,2,1,home,AFC Bournemouth,Win,2
2499920,1610,637,18,10,5,59,3,751,575,953,660,0.9027,0.5556,0.9652,1639,5,0,home,Chelsea,Win,2
2499920,1639,437,1,1,10,86,20,525,378,801,448,0.865,1.0,0.9754,1610,0,5,away,Stoke City,Loss,0
2499921,1625,609,11,4,13,62,13,722,538,1018,633,0.8834,0.3636,0.9621,1628,0,0,away,Manchester City,Draw,1
2499921,1628,182,10,0,15,80,26,284,119,609,207,0.6538,0.0,0.8792,1625,0,0,home,Crystal Palace,Draw,1
2499922,1646,262,9,3,14,67,15,384,192,648,285,0.7328,0.3333,0.9193,1673,0,0,home,Burnley,Draw,1
2499922,1673,347,3,1,14,51,10,476,265,813,364,0.7637,0.3333,0.9533,1646,0,0,away,Huddersfield Town,Draw,1
2499923,1612,553,17,6,8,62,23,684,466,977,578,0.8427,0.3529,0.9567,1631,2,1,home,Liverpool,Win,2
2499923,1631,336,6,1,4,74,22,423,246,820,346,0.7321,0.1667,0.9711,1612,1,2,away,Leicester City,Loss,0
2499924,1611,478,13,3,12,75,20,611,404,909,503,0.8452,0.2308,0.9503,1619,0,0,home,Manchester United,Draw,1
2499924,1619,405,7,2,14,85,28,528,342,875,426,0.8444,0.2857,0.9507,1611,0,0,away,Southampton,Draw,1
2499925,1613,385,11,1,11,58,11,476,303,842,407,0.787,0.0909,0.9459,1651,0,0,away,Newcastle United,Draw,1
2499925,1651,495,8,3,10,63,8,588,402,858,513,0.8121,0.375,0.9649,1613,0,0,home,Brighton & Hove Albion,Draw,1
2499926,1624,666,28,6,10,74,5,798,569,1108,704,0.8544,0.2143,0.946,1633,1,1,home,Tottenham Hotspur,Draw,1
2499926,1633,244,3,2,8,88,25,376,180,742,255,0.7377,0.6667,0.9569,1624,1,1,away,West Ham United,Draw,1
2499927,1644,467,9,4,15,86,15,625,408,935,491,0.8737,0.4444,0.9511,10531,1,2,home,Watford,Loss,0
2499927,10531,445,9,4,13,71,8,598,386,838,467,0.8674,0.4444,0.9529,1644,2,1,away,Swansea City,Win,2
2499928,1609,624,12,4,10,67,13,708,526,1040,646,0.8429,0.3333,0.9659,1627,1,1,away,Arsenal,Draw,1
2499928,1627,329,9,2,14,71,20,414,251,672,352,0.7629,0.2222,0.9347,1609,1,1,home,West Bromwich Albion,Draw,1
2499929,1609,577,12,6,13,75,5,680,506,918,602,0.8769,0.5,0.9585,1610,2,2,home,Arsenal,Draw,1
2499929,1610,399,17,5,12,77,20,519,339,843,428,0.8496,0.2941,0.9322,1609,2,2,away,Chelsea,Draw,1
2499930,1651,358,13,6,12,86,19,497,291,765,383,0.8128,0.4615,0.9347,1659,2,2,away,Brighton & Hove Albion,Draw,1
2499930,1659,385,22,7,10,48,17,533,331,888,417,0.8597,0.3182,0.9233,1651,2,2,home,AFC Bournemouth,Draw,1
2499931,1612,502,18,4,12,59,11,598,417,868,532,0.8307,0.2222,0.9436,1646,2,1,away,Liverpool,Win,2
2499931,1646,341,10,4,4,54,18,430,264,764,355,0.7742,0.4,0.9606,1612,1,2,home,Burnley,Loss,0
2499932,1611,562,21,6,11,89,12,693,492,974,594,0.8754,0.2857,0.9461,1623,2,0,home,Manchester United,Win,2
2499932,1623,353,10,0,11,66,15,488,289,808,374,0.8187,0.0,0.9439,1611,0,2,away,Everton,Loss,0
2499933,1631,462,11,5,7,74,12,614,380,951,480,0.8225,0.4545,0.9625,1673,3,0,away,Leicester City,Win,2
2499933,1673,461,6,1,9,97,17,582,383,902,476,0.8308,0.1667,0.9685,1631,0,3,home,Huddersfield Town,Loss,0
